urdu,roman
قیامت ہے کہ سن لیلیٰ کا دشت قیس میں انا تعجب سے وہ بولا یوں بھی ہوتا ہے زمانے میں دل نازک پہ اس کے رحم اتا ہے مجھے غالبؔ نہ کر سرگرم اس کافر کو الفت ازمانے میں,qay mat hai ki sun lail k dasht e qais me aan ta.ajjub se vo bol yuu bh hot hai zam ne me dil e n zuk pe us ke rahm aat hai mujhe ' h lib' na kar sargarm us k fir ko ulfat zm ne me
وسعت سعی کرم دیکھ کہ سر تا سر خاک گزرے ہے ابلہ پا ابر گہربار ہنوز یک قلم کاغذ اتش زدہ ہے صفحۂ دشت نقش پا میں ہے تب گرمی رفتار ہنوز داغ اطفال ہے دیوانہ بہ کہسار ہنوز خلوت سنگ میں ہے نالہ طلبگار ہنوز خانہ ہے سیل سے خو کردۂ دیدار ہنوز دوربیں در زدہ ہے رخنۂ دیوار ہنوز ائی یک عمر سے معذور تماشہ نرگس چشم شبنم میں نہ ٹوٹا مژۂ خار ہنوز کیوں ہوا تھا طرف ابلۂ پا یارب جادہ ہے وا شدن پیچش طومار ہنوز ہوں خموشیٔ چمن حسرت دیدار اسدؔ مژہ ہے شانہ کش طرۂ گفتار ہنوز,vus.at e sa.i e karam dekh ki sar t sar e h k guzre hai bla p abr e guhar b r hun z yak qalam k haz e tish zada hai safha e dasht naqsh e p me hai tab e garm e raft r hun z d h e atf l hai d v na ba kohs r hun z halvat e sa g me hai naala talab g r hun z h na hai sail se h karda e d d r hun z d rb dar zada hai ra hna e d v r hun z aa. yak umr se ma.az r e tam sha nargis chashm e shabnam me na tuut mizha e h r hun z kyuu hu th taraf e bla e p y rab jaada hai v shudan e pechish e t m r hun z ho hamosh e chaman hasrat e d d r 'asad' mizha hai sh na kash e turra e guft r hun z
نقش ناز بت طناز بہ اغوش رقیب پاۓ طاؤس پئے خامۂ مانی مانگے تو وہ بد خو کہ تحیر کو تماشا جانے غم وہ افسانہ کہ اشفتہ بیانی مانگے وہ تپ عشق تمنا ہے کہ پھر صورت شمع شعلہ تا نبض جگر ریشہ داوانی مانگے تشنۂ خون تماشا جو وہ پانی مانگے ائنہ رخصت انداز روانی مانگے رنگ نے گل سے دم عرض پریشانیٔ بزم برگ گل ریزۂ مینا کی نشانی مانگے زلف تحریر پریشان تقاضا ہے مگر شانہ ساں مو بہ زباں خامۂ مانی مانگے امد خط سے نہ کر خندۂ شیریں کہ مباد چشم مور ائینۂ دل نگرانی مانگے ہوں گرفتار کمیں گاہ تغافل کہ جہاں خواب صیاد سے پرواز گرانی مانگے چشم پرواز و نفس خفتہ مگر ضعف امید شہپر کاہ پئے مژدہ رسانی مانگے وحشت شور تماشا ہے کہ جوں نکہت گل نمک زخم جگر بال فشانی مانگے گر ملے ؔحضرت بیدل کا خط لوح مزار اسدؔ ائینۂ پرواز معانی مانگے رنگ نے گل سے دم عرض پریشانیٔ بزم برگ گل ریزۂ مینا کی نشانی مانگے,naqsh e n z e but e tann z ba hosh e raq b p e t . s pa.e h ma e m n m ge t vo bad h ki tahayyur ko tam sh jaane ham vo afs na ki shufta bay n m ge vo tap e ishq e tamann hai ki phir s rat e sham.a sho.ala t nabz e jigar resha dav n m ge tishna e h n e tam sh jo vo paan m ge aa.ina ru hsat e and z e rav n m ge ra g ne gul se dam e arz e paresh n e bazm barg e gul reza e m n k nish n m ge zulf tahr r e paresh n e taq z hai magar sh na s m ba zab h ma e m n m ge mad e hat se na kar handa e sh r ki mab d chashm e mor . na e dil nigar n m ge huu giraft r e kam g h e ta h ful ki jah hv b sayy d se parv z e gir n m ge chashm parv z o nafas hufta magar zo.af e um d shahpar e k h pa.e muzhda ris n m ge vahshat e shor e tam sh hai ki juu nik.hat e gul namak e za hm e jigar b l fish n m ge gar mile hazrat e 'bedil' k hat e lauh e maz r 'asad' . n e parv z e ma. n m ge ra g ne gul se dam e arz e paresh n e bazm barg e gul reza e m n k nish n m ge
غیر لیں محفل میں بوسے جام کے ہم رہیں یوں تشنہ لب پیغام کے خستگی کا تم سے کیا شکوہ کہ یہ ہتکھنڈے ہیں چرخ نیلی فام کے خط لکھیں گے گرچہ مطلب کچھ نہ ہو ہم تو عاشق ہیں تمہارے نام کے رات پی زمزم پہ مے اور صبح دم دھوئے دھبے جامۂ احرام کے دل کو انکھوں نے پھنسایا کیا مگر یہ بھی حلقے ہیں تمہارے دام کے شاہ کے ہے غسل صحت کی خبر دیکھیے کب دن پھریں حمام کے عشق نے غالبؔ نکما کر دیا ورنہ ہم بھی ادمی تھے کام کے,hair le mahfil me bose jaam ke ham rahe yuu tishna lab pai h m ke hastag k tum se ky shikva ki ye hathkande hai char h e n l f m ke hat likhe ge garche matlab kuchh na ho ham to shiq hai tumh re naam ke raat p zamzam pe mai aur sub.h dam dho.e dhabbe j ma e ehr m ke dil ko kho ne pha s y ky magar ye bh halqe hai tumh re daam ke shaah ke hai husl e sehhat k habar dekhiye kab din phire hamm m ke ishq ne ' h lib' nikamm kar diy varna ham bh aadm the kaam ke
ہم رشک کو اپنے بھی گوارا نہیں کرتے مرتے ہیں ولے ان کی تمنا نہیں کرتے در پردہ انہیں غیر سے ہے ربط نہانی ظاہر کا یہ پردہ ہے کہ پردا نہیں کرتے یہ باعث نومیدی ارباب ہوس ہے غالبؔ کو برا کہتے ہیں اچھا نہیں کرتے,ham rashk ko apne bh gav r nah karte marte hai vale un k tamann nah karte dar parda unhe hair se hai rabt e nih n z hir k ye parda hai ki parda nah karte ye b .is e naum di e arb b e havas hai ' h lib' ko bur kahte hai achchh nah karte
رخ نگار سے ہے سوز جاودانی شمع ہوئی ہے اتش گل اب زندگانی شمع زبان اہل زباں میں ہے مرگ خاموشی یہ بات بزم میں روشن ہوئی زبانی شمع کرے ہے صرف بہ ایماۓ شعلہ قصہ تمام بہ طرز اہل فنا ہے فسانہ خوانی شمع غم اس کو حسرت پروانہ کا ہے اے شعلے ترے لرزنے سے ظاہر ہے نا توانی شمع ترے خیال سے روح اہتزاز کرتی ہے بہ جلوہ ریزی باد و بہ پر فشانی شمع نشاط داغ غم عشق کی بہار نہ پوچھ شگفتگی ہے شہید گل خزانی شمع جلے ہے دیکھ کے بالین یار پر مجھ کو نہ کیوں ہو دل پہ مرے داغ بد گمانی شمع,ru h e nig r se hai soz e j vid n e sham.a hu hai tish e gul b e zindag n e sham.a zab n e ahl e zab me hai marg e h mosh ye baat bazm me raushan hu zab n e sham.a kare hai sarf ba m e sho.ala qissa tam m ba tarz e ahl e fan hai fas na hv n e sham.a ham us ko hasrat e parv na k hai ai sho.ale tire larazne se z hir hai n tav n e sham.a tire hay l se ruuh ehtiz z kart hai ba jalva rezi e b d o ba par fish n e sham.a nash t e d h e ham e ishq k bah r na p chh shaguftag hai shah d e gul e hiz n e sham.a jale hai dekh ke b l n e y r par mujh ko na kyuu ho dil pe mire d h e bad gum n e sham.a
غم کھانے میں بودا دل ناکام بہت ہے یہ رنج کہ کم ہے مئے گلفام بہت ہے کہتے ہوئے ساقی سے حیا اتی ہے ورنہ ہے یوں کہ مجھے درد تہ جام بہت ہے نے تیر کماں میں ہے نہ صیاد کمیں میں گوشے میں قفس کے مجھے ارام بہت ہے کیا زہد کو مانوں کہ نہ ہو گرچہ ریائی پاداش عمل کی طمع خام بہت ہے ہیں اہل خرد کس روش خاص پہ نازاں پابستگی رسم و رہ عام بہت ہے زمزم ہی پہ چھوڑو مجھے کیا طوف حرم سے الودہ بہ مے جامۂ احرام بہت ہے ہے قہر گر اب بھی نہ بنے بات کہ ان کو انکار نہیں اور مجھے ابرام بہت ہے خوں ہو کے جگر انکھ سے ٹپکا نہیں اے مرگ رہنے دے مجھے یاں کہ ابھی کام بہت ہے ہوگا کوئی ایسا بھی کہ غالبؔ کو نہ جانے شاعر تو وہ اچھا ہے پہ بدنام بہت ہے,ham kh ne me buud dil e n k m bahut hai ye ra j ki kam hai mai e gulf m bahut hai kahte hue saaq se hay aat hai varna hai yuu ki mujhe durd e tah e j m bahut hai ne tiir kam me hai na sayy d kam me goshe me qafas ke mujhe r m bahut hai ky zohd ko m n ki na ho garche riy . p d sh e amal k tama e h m bahut hai hai ahl e hirad kis ravish e h s pe n z p bastagi e rasm o r h e m bahut hai zamzam h pe chho o mujhe ky tauf e haram se l d ba mai j ma e ehr m bahut hai hai qahr gar ab bh na bane baat ki un ko ink r nah aur mujhe ibr m bahut hai huu ho ke jigar aa kh se tapk nah ai marg rahne de mujhe yaa ki abh kaam bahut hai hog ko ais bh ki ' h lib' ko na jaane sh .ir to vo achchh hai pa badn m bahut hai
چاہیے اچھوں کو جتنا چاہیے یہ اگر چاہیں تو پھر کیا چاہیے صحبت رنداں سے واجب ہے حذر جائے مے اپنے کو کھینچا چاہیے چاہنے کو تیرے کیا سمجھا تھا دل بارے اب اس سے بھی سمجھا چاہیے چاک مت کر جیب بے ایام گل کچھ ادھر کا بھی اشارا چاہیے دوستی کا پردہ ہے بیگانگی منہ چھپانا ہم سے چھوڑا چاہیے دشمنی نے میری کھویا غیر کو کس قدر دشمن ہے دیکھا چاہیے اپنی رسوائی میں کیا چلتی ہے سعی یار ہی ہنگامہ ارا چاہیے منحصر مرنے پہ ہو جس کی امید ناامیدی اس کی دیکھا چاہیے غافل ان مہ طلعتوں کے واسطے چاہنے والا بھی اچھا چاہیے چاہتے ہیں خوب رویوں کو اسدؔ اپ کی صورت تو دیکھا چاہیے,ch hiye achchho ko jitn ch hiye ye agar ch he to phir ky ch hiye sohbat e rind se v jib hai hazar j e mai apne ko kh ch ch hiye ch hne ko tere ky samjh th dil baare ab is se bh samjh ch hiye chaak mat kar jaib be ayy m e gul kuchh udhar k bh ish r ch hiye dost k parda hai beg nag mu h chhup n ham se chho ch hiye dushman ne mer khoy hair ko kis qadar dushman hai dekh ch hiye apn rusv . me ky chalt hai sa. yaar h ha g ma r ch hiye munhasir marne pe ho jis k umiid n um d us k dekh ch hiye h fil in mah tal.ato ke v ste ch hne vaal bh achchh ch hiye ch hte hai h b r yo ko 'asad' aap k s rat to dekh ch hiye
فریاد کی کوئی لے نہیں ہے نالہ پابند نے نہیں ہے کیوں بوتے ہیں باغباں تونبے گر باغ گدائے مے نہیں ہے ہر چند ہر ایک شے میں تو ہے پر تجھ سی کوئی شے نہیں ہے ہاں کھائیو مت فریب ہستی ہر چند کہیں کہ ہے نہیں ہے شادی سے گزر کہ غم نہ ہووے اردی جو نہ ہو تو دے نہیں ہے کیوں رد قدح کرے ہے زاہد مے ہے یہ مگس کی قے نہیں ہے ہستی ہے نہ کچھ عدم ہے غالبؔ اخر تو کیا ہے اے نہیں ہے,fariy d k ko lai nah hai naala p band e nai nah hai kyuu bote hai b hb to be gar baa h gad e mai nah hai har chand har ek shai me t hai par tujh s ko shai nah hai haa kh .iyo mat fareb e hast har chand kahe ki hai nah hai sh d se guzar ki ham na hove urd jo na ho to dai nah hai kyuu radd e qadah kare hai z hid mai hai ye magas k qai nah hai hast hai na kuchh adam hai ' h lib' hir t ky hai ai nah hai
ہجوم نالہ حیرت عاجز عرض یک افغاں ہے خموشی ریشۂ صد نیستاں سے خس بہ دنداں ہے تکلف بر طرف ہے جاں ستاں تر لطف بد خویاں نگاہ بے حجاب ناز تیغ تیز عریاں ہے ہوئی یہ کثرت غم سے تلف کیفیت شادی کہ صبح عید مجھ کو بد تر از چاک گریباں ہے دل و دیں نقد لا ساقی سے گر سودا کیا چاہے کہ اس بازار میں ساغر متاع دست گرداں ہے غم اغوش بلا میں پرورش دیتا ہے عاشق کو چراغ روشن اپنا قلزم صرصر کا مرجاں ہے تکلف ساز رسوائی ہے غافل شرم رعنائی دل خوں گشتہ در دست حنا الودہ عریاں ہے اسدؔ جمعیت دل در کنار بے خودی خوش تر دو عالم اگہی سامان یک خواب پریشاں ہے کہ جامے کو عرق سعی عروج نشہ رنگیں تر خط رخسار ساقی تا خط ساغر چراغاں ہے رہا بے قدر دل در پردۂ جوش ظہور آخر گل و نرگس بہم آئینہ و اقلیم کوراں ہے تماشا سرخوش غفلت ہے با وصف حضور دل ہنوز آئینہ خلوت گاہ ناز ربط مژگاں ہے تکلف بر طرف ذوق زلیخا جمع کر ورنہ پریشاں خواب آغوش وداع یوسف ستاں ہے,huj m e n la hairat jiz e arz yak af h hai hamosh resha e sad n st se has ba dand hai takalluf bar taraf hai j sit tar lutf e bad h y nig h e be hij b e n z te h e tez e ury hai hu ye kasrat e ham se talaf kaifiyat e sh d ki sub.h e d mujh ko bad tar az ch k e gareb hai dil o dii naqd l saaq se gar saud kiy ch he ki us b z r me s har mat e dast gard hai ham hosh e bal me parvarish det hai shiq ko char h e raushan apn qulzum e sarsar k marj hai takalluf s z e rusv . hai h fil sharm e ran . dil e h gashta dar dast e hin l da ury hai 'asad' jam.iyat e dil dar kin r e be hud hush tar do lam gah s m n e yak hv b e paresh hai
گھر ہمارا جو نہ روتے بھی تو ویراں ہوتا بحر گر بحر نہ ہوتا تو بیاباں ہوتا تنگئ دل کا گلہ کیا یہ وہ کافر دل ہے کہ اگر تنگ نہ ہوتا تو پریشاں ہوتا باد یک عمر ورع بار تو دیتا بارے کاش رضواں ہی در یار کا درباں ہوتا,ghar ham r jo na rote bh to v r hot bahr gar bahr na hot to bay b hot ta gi e dil k gila ky ye vo k fir dil hai ki agar ta g na hot to paresh hot baad yak umr e var.a baar to det baare kaash rizv h dar e y r k darb hot
ستائش گر ہے زاہد اس قدر جس باغ رضواں کا وہ اک گلدستہ ہے ہم بے خودوں کے طاق نسیاں کا بیاں کیا کیجیے بیداد کاوش ہائے مژگاں کا کہ ہر یک قطرۂ خوں دانہ ہے تسبیح مرجاں کا نہ ائی سطوت قاتل بھی مانع میرے نالوں کو لیا دانتوں میں جو تنکا ہوا ریشہ نیستاں کا دکھاؤں گا تماشا دی اگر فرصت زمانے نے مرا ہر داغ دل اک تخم ہے سرو چراغاں کا کیا ائینہ خانے کا وہ نقشہ تیرے جلوے نے کرے جو پرتو خورشید عالم شبنمستاں کا مری تعمیر میں مضمر ہے اک صورت خرابی کی ہیولیٰ برق خرمن کا ہے خون گرم دہقاں کا اگا ہے گھر میں ہر سو سبزہ ویرانی تماشا کر مدار اب کھودنے پر گھاس کے ہے میرے درباں کا خموشی میں نہاں خوں گشتہ لاکھوں ارزوئیں ہیں چراغ مردہ ہوں میں بے زباں گور غریباں کا ہنوز اک پرتو نقش خیال یار باقی ہے دل افسردہ گویا حجرہ ہے یوسف کے زنداں کا بغل میں غیر کی اج اپ سوتے ہیں کہیں ورنہ سبب کیا خواب میں ا کر تبسم ہائے پنہاں کا نہیں معلوم کس کس کا لہو پانی ہوا ہوگا قیامت ہے سرشک الودہ ہونا تیری مژگاں کا نظر میں ہے ہماری جادۂ راہ فنا غالبؔ کہ یہ شیرازہ ہے عالم کے اجزائے پریشاں کا,sat .ish gar hai z hid is qadar jis b h e rizv k vo ik guldasta hai ham be hudo ke t q e nisy k bay ky k jiye be d d e k vish h e mizhg k ki har yak qatra e h daana hai tasb h e marj k na aa. satvat e q til bh maane mere n lo ko liy d to me jo tink hu resha niyast k dikh . g tam sh d agar fursat zam ne ne mir har d h e dil ik tu hm hai sarv e char h k kiy . na h ne k vo naqsha tere jalve ne kare jo partav e hursh d aalam shabnamist k mir ta.am r me muzmar hai ik s rat har b k hay l barq e hirman k hai h n e garm dahq k ug hai ghar me har s sabza v r n tam sh kar mad r ab khodne par ghaas ke hai mere darb k hamosh me nih h gashta l kho rz e hai char h e murd huu mai be zab gor e har b k han z ik partav e naqsh e hay l e y r baaq hai dil e afsurda goy hujra hai y suf ke zind k ba hal me hair k aaj aap sote hai kah varna sabab ky hv b me aa kar tabassum h e pinh k nah ma.al m kis kis k lah paan hu hog qay mat hai sarishk l da hon ter mizhg k nazar me hai ham r j da e r h e fan ' h lib' ki ye sh r za hai aalam ke ajz e paresh k
پھر اس انداز سے بہار ائی کہ ہوئے مہر و مہ تماشائی دیکھو اے ساکنان خطۂ خاک اس کو کہتے ہیں عالم ارائی کہ زمیں ہو گئی ہے سر تا سر روکش سطح چرخ مینائی سبزہ کو جب کہیں جگہ نہ ملی بن گیا روئے اب پر کائی سبزہ و گل کے دیکھنے کے لیے چشم نرگس کو دی ہے بینائی ہے ہوا میں شراب کی تاثیر بادہ نوشی ہے بادہ پیمائی کیوں نہ دنیا کو ہو خوشی غالبؔ شاہ دیں دار نے شفا پائی,phir is and z se bah r aa. ki hue mehr o mah tam sh . dekho ai s kin n e hitta e h k is ko kahte hai lam r . ki zam ho ga. hai sar t sar r kash e sat.h e char h e m n . sabza ko jab kah jagah na mil ban gay r e b par kaa. sabza o gul ke dekhne ke liye chashm e nargis ko d hai b n . hai hav me shar b k t s r b da nosh hai b da paim . kyuu na duniy ko ho hush ' h lib' sh h e d d r ne shif paa.
حسن مہ گرچہ بہ ہنگام کمال اچھا ہے اس سے میرا مہہ خورشید جمال اچھا ہے بوسہ دیتے نہیں اور دل پہ ہے ہر لحظہ نگاہ جی میں کہتے ہیں کہ مفت ائے تو مال اچھا ہے اور بازار سے لے ائے اگر ٹوٹ گیا ساغر جم سے مرا جام سفال اچھا ہے بے طلب دیں تو مزا اس میں سوا ملتا ہے وہ گدا جس کو نہ ہو خوئے سوال اچھا ہے ان کے دیکھے سے جو ا جاتی ہے منہ پر رونق وہ سمجھتے ہیں کہ بیمار کا حال اچھا ہے دیکھیے پاتے ہیں عشاق بتوں سے کیا فیض اک برہمن نے کہا ہے کہ یہ سال اچھا ہے ہم سخن تیشہ نے فرہاد کو شیریں سے کیا جس طرح کا کہ کسی میں ہو کمال اچھا ہے قطرہ دریا میں جو مل جاے تو دریا ہو جائے کام اچھا ہے وہ جس کا کہ مال اچھا ہے خضر سلطاں کو رکھے خالق اکبر سرسبز شاہ کے باغ میں یہ تازہ نہال اچھا ہے ہم کو معلوم ہے جنت کی حقیقت لیکن دل کے خوش رکھنے کو غالبؔ یہ خیال اچھا ہے,husn e mah garche ba ha g m e kam l achchh hai us se mer mah e hursh d jam l achchh hai bosa dete nah aur dil pe hai har lahza nig h j me kahte hai ki muft aa.e to maal achchh hai aur b z r se le aa.e agar tuut gay s har e jam se mir j m e sif l achchh hai be talab de to maz us me siv milt hai vo gad jis ko na ho h e sav l achchh hai un ke dekhe se jo aa jaat hai mu h par raunaq vo samajhte hai ki b m r k haal achchh hai dekhiye paate hai ushsh q buto se ky faiz ik barhaman ne kah hai ki ye saal achchh hai ham su han tesha ne farh d ko sh r se kiy jis tarah k ki kis me ho kam l achchh hai qatra dariy me jo mil jaa.e to dariy ho jaa.e kaam achchh hai vo jis k ki ma.aal achchh hai hizr sult ko rakhe h liq e akbar sarsabz shaah ke baa h me ye taaza nih l achchh hai ham ko ma.al m hai jannat k haq qat lekin dil ke hush rakhne ko ' h lib' ye hay l achchh hai
شب کہ برق سوز دل سے زہرۂ ابر اب تھا شعلۂ جوالہ ہر یک حلقۂ گرداب تھا واں کرم کو عذر بارش تھا عناں گیر خرام گریہ سے یاں پنبۂ بالش کف سیلاب تھا واں خود ارائی کو تھا موتی پرونے کا خیال یاں ہجوم اشک میں تار نگہ نایاب تھا جلوۂ گل نے کیا تھا واں چراغاں اب جو یاں رواں مژگان چشم تر سے خون ناب تھا یاں سر پر شور بے خوابی سے تھا دیوار جو واں وہ فرق ناز محو بالش کمخواب تھا یاں نفس کرتا تھا روشن شمع بزم بے خودی جلوۂ گل واں بساط صحبت احباب تھا فرش سے تا عرش واں طوفاں تھا موج رنگ کا یاں زمیں سے اسماں تک سوختن کا باب تھا ناگہاں اس رنگ سے خوں نابہ ٹپکانے لگا دل کہ ذوق کاوش ناخن سے لذت یاب تھا,shab ki barq e soz e dil se zahra e abr aab th sho.ala e javv la har yak halqa e gird b th vaa karam ko uzr e b rish th in g r e hir m girye se yaa pumba e b lish kaf e sail b th vaa hud r . ko th mot pirone k hay l yaa huj m e ashk me t r e nigah n y b th jalva e gul ne kiy th vaa char h aabj yaa rav mizhg n e chashm e tar se h n e n b th yaa sar e pur shor be hv b se th d v r j vaa vo farq e n z mahv e b lish e kim hv b th yaa nafas kart th raushan sham e bazm e be hud jalva e gul vaa bis t e sohbat e ahb b th farsh se t arsh vaa t f th mauj e ra g k yaa zam se sm tak so htan k baab th n gah is ra g se h n ba tapk ne lag dil ki zauq e k vish e n hun se lazzat y b th
دل سے تری نگاہ جگر تک اتر گئی دونوں کو اک ادا میں رضامند کر گئی شق ہو گیا ہے سینہ خوشا لذت فراغ تکلیف پردہ داری زخم جگر گئی وہ بادۂ شبانہ کی سرمستیاں کہاں اٹھیے بس اب کہ لذت خواب سحر گئی اڑتی پھرے ہے خاک مری کوئے یار میں بارے اب اے ہوا ہوس بال و پر گئی دیکھو تو دل فریبی انداز نقش پا موج خرام یار بھی کیا گل کتر گئی ہر بوالہوس نے حسن پرستی شعار کی اب ابروئے شیوۂ اہل نظر گئی نظارہ نے بھی کام کیا واں نقاب کا مستی سے ہر نگہ ترے رخ پر بکھر گئی فردا و دی کا تفرقہ یک بار مٹ گیا کل تم گئے کہ ہم پہ قیامت گزر گئی مارا زمانہ نے اسداللہ خاں تمہیں وہ ولولے کہاں وہ جوانی کدھر گئی,dil se tir nig h jigar tak utar ga. dono ko ik ad me raz mand kar ga. shaq ho gay hai siina hush lazzat e far h takl f e parda d ri e za hm e jigar ga. vo b da e shab na k sarmastiy kah uthiye bas ab ki lazzat e hv b e sahar ga. u t phire hai haak mir k e y r me baare ab ai hav havas e b l o par ga. dekho to dil farebi e and z e naqsh e p mauj e hir m e y r bh ky gul katar ga. har bul havas ne husn parast shi. r k ab br e sheva e ahl e nazar ga. nazz re ne bh kaam kiy vaa naq b k mast se har nigah tire ru h par bikhar ga. fard o d k tafraqa yak baar mit gay kal tum ga.e ki ham pe qay mat guzar ga. maar zam ne ne asadull h haa tumhe vo valvale kah vo jav n kidhar ga.
جب تک دہان زخم نہ پیدا کرے کوئی مشکل کہ تجھ سے راہ سخن وا کرے کوئی عالم غبار وحشت مجنوں ہے سر بہ سر کب تک خیال طرۂ لیلا کرے کوئی افسردگی نہیں طرب انشائے التفات ہاں درد بن کے دل میں مگر جا کرے کوئی رونے سے اے ندیم ملامت نہ کر مجھے اخر کبھی تو عقدۂ دل وا کرے کوئی چاک جگر سے جب رہ پرسش نہ وا ہوئی کیا فائدہ کہ جیب کو رسوا کرے کوئی لخت جگر سے ہے رگ ہر خار شاخ گل تا چند باغبانی صحرا کرے کوئی ناکامی نگاہ ہے برق نظارہ سوز تو وہ نہیں کہ تجھ کو تماشا کرے کوئی ہر سنگ و خشت ہے صدف گوہر شکست نقصاں نہیں جنوں سے جو سودا کرے کوئی سر بر ہوئی نہ وعدۂ صبر ازما سے عمر فرصت کہاں کہ تیری تمنا کرے کوئی ہے وحشت طبیعت ایجاد یاس خیز یہ درد وہ نہیں کہ نہ پیدا کرے کوئی بیکاری جنوں کو ہے سر پیٹنے کا شغل جب ہاتھ ٹوٹ جائیں تو پھر کیا کرے کوئی حسن فروغ شمع سخن دور ہے اسدؔ پہلے دل گداختہ پیدا کرے کوئی وحشت کہاں کہ بے خودی انشا کرے کوئی ہستی کو لفظ معنی عنقا کرے کوئی جو کچھ ہے محو شوخی ابروئے یار ہے انکھوں کو رکھ کے طاق پہ دیکھا کرے کوئی عرض سرشک پر ہے فضاۓ زمانہ تنگ صحرا کہاں کہ دعوت دریا کرے کوئی وہ شوخ اپنے حسن پہ مغرور ہے اسدؔ دکھلا کے اس کو ائنہ توڑا کرے کوئی,jab tak dah n e za hm na paid kare ko mushkil ki tujh se r h e su han v kare ko aalam hub r e vahshat e majn hai sar ba sar kab tak hay l e turra e lail kare ko afsurdag nah tarab insh e iltif t haa dard ban ke dil me magar j kare ko rone se ai nad m mal mat na kar mujhe hir kabh to uqda e dil v kare ko ch k e jigar se jab rah e pursish na v hu ky f .eda ki jaib ko rusv kare ko la ht e jigar se hai rag e har h r sh h e gul t chand b h b ni e sahr kare ko n k mi e nig h hai barq e naz r soz t vo nah ki tujh ko tam sh kare ko har sa g o hisht hai sadaf e gauhar e shikast nuqs nah jun se jo saud kare ko sar bar hu na v da e sabr zm se umr fursat kah ki ter tamann kare ko hai vahshat e tab .at e j d y s hez ye dard vo nah ki na paid kare ko bek ri e jun ko hai sar p tne k shu hl jab haath tuut jaa.e to phir ky kare ko husn e faro h e shamma e su han duur hai 'asad' pahle dil e gud hta paid kare ko vahshat kah ki be hud insh kare ko hast ko lafz e m.ani e anq kare ko jo kuchh hai mahv e sho hi e abr e y r hai kho ko rakh ke taaq pe dekh kare ko arz e sarishk par hai faz e zam na ta g sahr kah ki d vat e dariy kare ko vo sho h apne husn pe ma hr r hai 'asad' dikhl ke us ko aa.ina to kare ko
قفس میں ہوں گر اچھا بھی نہ جانیں میرے شیون کو مرا ہونا برا کیا ہے نوا سنجان گلشن کو نہیں گر ہمدمی اساں نہ ہو یہ رشک کیا کم ہے نہ دی ہوتی خدایا ارزوئے دوست دشمن کو نہ نکلا انکھ سے تیری اک انسو اس جراحت پر کیا سینے میں جس نے خوں چکاں مژگان سوزن کو خدا شرمائے ہاتھوں کو کہ رکھتے ہیں کشاکش میں کبھی میرے گریباں کو کبھی جاناں کے دامن کو ابھی ہم قتل گہہ کا دیکھنا اساں سمجھتے ہیں نہیں دیکھا شناور جوئے خوں میں تیرے توسن کو ہوا چرچا جو میرے پاؤں کی زنجیر بننے کا کیا بیتاب کاں میں جنبش جوہر نے اہن کو خوشی کیا کھیت پر میرے اگر سو بار ابر اوے سمجھتا ہوں کہ ڈھونڈے ہے ابھی سے برق خرمن کو وفا داری بشرط استواری اصل ایماں ہے مرے بت خانے میں تو کعبہ میں گاڑو برہمن کو شہادت تھی مری قسمت میں جو دی تھی یہ خو مجھ کو جہاں تلوار کو دیکھا جھکا دیتا تھا گردن کو نہ لٹتا دن کو تو کب رات کو یوں بے خبر سوتا رہا کھٹکا نہ چوری کا دعا دیتا ہوں رہزن کو سخن کیا کہہ نہیں سکتے کہ جویا ہوں جواہر کے جگر کیا ہم نہیں رکھتے کہ کھودیں جا کے معدن کو مرے شاہ سلیماں جاہ سے نسبت نہیں غالبؔ فریدون و جم و کے خسرو و داراب و بہمن کو,qafas me huu gar achchh bh na j ne mere shevan ko mir hon bur ky hai nav sanj n e gulshan ko nah gar hamdam s na ho ye rashk ky kam hai na d hot hud y rz e dost dushman ko na nikl aa kh se ter ik aa s us jar hat par kiy siine me jis ne h chak mizhg n e sozan ko hud sharm .e h tho ko ki rakhte hai kash kash me kabh mere gareb ko kabh j n ke d man ko abh ham qatl gah k dekhn s samajhte hai nah dekh shan var j e h me tere tausan ko hu charch jo mere paa v k zanj r ban e k kiy bet b kaa me jumbish e jauhar ne aahan ko hush ky khet par mere agar sau baar abr aave samajht huu ki dh de hai abh se barq hirman ko vaf d r ba shart e ustuv r asl m hai mare but h ne me to ka.abe me gaa o barahman ko shah dat th mir qismat me jo d th ye h mujh ko jah talv r ko dekh jhuk det th gardan ko na lutt din ko to kab raat ko yuu be habar sot rah khatk na chor k du det huu rahzan ko su han ky kah nah sakte ki juuy huu jav hir ke jigar ky ham nah rakhte ki khode j ke ma.adan ko mire sh h e sulaim j h se nisbat nah ' h lib' far d n o jam o ke husrav o d r b o bahman ko
